SampleID,SampleDate,Species,Sex,Tissue,Length,Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,6:2 FTS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFNS,PFDS,PFDoS,4:2 FTS,8:2 FTS,10:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,FOSAA,N-MeFOSA,N-EtFOSA,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,6:2 diPAP,FBSA,FHxSA,PFPrS,Cl-PFOS,PFEtCHxS,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_6:2 FTS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_8:2 FTS,log_10:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_FOSAA,log_N-MeFOSA,log_N-EtFOSA,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_6:2 diPAP,log_FBSA,log_FHxSA,log_PFPrS,log_Cl-PFOS,log_PFEtCHxS,log_8:2 diPAP,log_diSAmPAP
BG050-LIV-08192021,8/19/2021 0:00,Bluegill,F,Liver,20,175.9,0.1055,0.04215,0.04215,0.04215,0.2035,0.29,0.04215,0.233,26.8,20,3100,0.093,5.72,18,24.6,25.8,20.5,1.67,23.1,37.5,22.2,0.2105,17.3,7.18,0.1055,0.04215,18.1,0.1055,0.2105,0.04215,0.04215,0.04215,0.2105,0.2105,0.4215,0.2105,4.41,0.1055,0.4215,0.4215,0.04215,0.04215,0.04215,25.2,35.2,0.2105,21.6,0.552,0.04215,0.04215,3459.74895,-0.97674754,-1.375202421,-1.375202421,-1.375202421,-0.691435586,-0.537602002,-1.375202421,-0.632644079,1.428134794,1.301029996,3.491361694,-1.031517051,0.757396029,1.255272505,1.390935107,1.411619706,1.311753861,0.222716471,1.36361198,1.574031268,1.346352974,-0.6767479,1.238046103,0.856124444,-0.97674754,-1.375202421,1.257678575,-0.97674754,-0.6767479,-1.375202421,-1.375202421,-1.375202421,-0.6767479,-0.6767479,-0.375202421,-0.6767479,0.644438589,-0.97674754,-0.375202421,-0.375202421,-1.375202421,-1.375202421,-1.375202421,1.401400541,1.546542663,-0.6767479,1.334453751,-0.258060922,-1.375202421,-1.375202421
BG050-MU-08192021,8/19/2021 0:00,Bluegill,F,Muscle,20,175.9,0.104,0.0416,0.0416,0.0416,0.0416,0.093,0.0416,0.233,2.8,0.468,328,0.0416,0.724,1.77,2.13,1.39,1.32,0.093,2.46,3.57,1.34,0.208,1.73,0.945,0.104,0.0416,0.739,0.104,0.208,0.0416,0.0416,0.0416,0.208,0.208,0.416,0.208,0.233,0.104,1.98,0.93,0.0416,0.0416,0.0416,0.855,2.36,0.208,0.544,0.0416,0.0416,0.0416,359.4526,-0.982966661,-1.380906669,-1.380906669,-1.380906669,-1.380906669,-1.031517051,-1.380906669,-0.632644079,0.447158031,-0.329754147,2.515873844,-1.380906669,-0.140261434,0.247973266,0.328379603,0.1430148,0.120573931,-1.031517051,0.390935107,0.552668216,0.127104798,-0.681936665,0.238046103,-0.024568191,-0.982966661,-1.380906669,-0.131355562,-0.982966661,-0.681936665,-1.380906669,-1.380906669,-1.380906669,-0.681936665,-0.681936665,-0.380906669,-0.681936665,-0.632644079,-0.982966661,0.29666519,-0.031517051,-1.380906669,-1.380906669,-1.380906669,-0.068033885,0.372912003,-0.681936665,-0.2644011,-1.380906669,-1.380906669,-1.380906669
BG050-STO-08192021,8/19/2021 0:00,Bluegill,F,Stomach,20,175.9,2.055,0.82,0.82,0.82,0.82,0.82,0.82,2.055,0.093,0.82,588,0.82,0.82,0.093,0.093,0.093,0.093,0.82,0.093,0.093,0.093,4.105,0.093,0.093,2.055,0.82,4.05,2.055,4.105,0.82,0.82,0.82,4.105,4.105,8.2,4.105,2.055,2.055,59.2,0.93,0.82,0.82,0.82,9.9,25.5,4.105,0.82,0.82,0.82,0.82,750.89,0.312811826,-0.086186148,-0.086186148,-0.086186148,-0.086186148,-0.086186148,-0.086186148,0.312811826,-1.031517051,-0.086186148,2.769377326,-0.086186148,-0.086186148,-1.031517051,-1.031517051,-1.031517051,-1.031517051,-0.086186148,-1.031517051,-1.031517051,-1.031517051,0.613313161,-1.031517051,-1.031517051,0.312811826,-0.086186148,0.607455023,0.312811826,0.613313161,-0.086186148,-0.086186148,-0.086186148,0.613313161,0.613313161,0.913813852,0.613313161,0.312811826,0.312811826,1.772321707,-0.031517051,-0.086186148,-0.086186148,-0.086186148,0.995635195,1.40654018,0.613313161,-0.086186148,-0.086186148,-0.086186148,-0.086186148
LMB001-LIV-07302020,11/10/2020 0:00,Largemouth Bass,M,Liver,23,281,0.0406,0.0406,0.0406,0.134,0.0406,0.0406,0.0406,0.0406,1.07,0.633,1930,0.0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.1618,-1.391473966,-1.391473966,-1.391473966,-0.872895202,-1.391473966,-1.391473966,-1.391473966,-1.391473966,0.029383778,-0.19859629,3.285557309,-1.391473966,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB001-MU-07302020,11/10/2020 0:00,Largemouth Bass,M,Muscle,23,281,0.0363,0.0363,0.0363,0.0363,0.0363,0.0363,0.0363,0.0363,125,4.2,7010,0.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7139.5267,-1.440093375,-1.440093375,-1.440093375,-1.440093375,-1.440093375,-1.440093375,-1.440093375,-1.440093375,2.096910013,0.62324929,3.845718018,-1.440093375,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB003-GN-07302020,11/10/2020 0:00,Largemouth Bass,F,Gonad,23,289,0.0312,0.0312,0.0312,0.103,0.0312,0.0312,0.0312,0.0312,2.68,0.624,4940,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943.6566,-1.505845406,-1.505845406,-1.505845406,-0.987162775,-1.505845406,-1.505845406,-1.505845406,-1.505845406,0.428134794,-0.20481541,3.693726949,-1.505845406,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB003-LIV-07302020,11/10/2020 0:00,Largemouth Bass,F,Liver,23,289,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,5.72,1.63,275,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.683,-1.431798276,-1.431798276,-1.431798276,-1.431798276,-1.431798276,-1.431798276,-1.431798276,-1.431798276,0.757396029,0.212187604,2.439332694,-1.431798276,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB003-MU-07302020,11/10/2020 0:00,Largemouth Bass,F,Muscle,23,289,0.0328,0.0328,0.0328,0.0328,0.0328,0.28,0.0328,0.0328,0.812,0.0328,1430,0.0328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.3872,-1.484126156,-1.484126156,-1.484126156,-1.484126156,-1.484126156,-0.552841969,-1.484126156,-1.484126156,-0.090443971,-1.484126156,3.155336037,-1.484126156,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB007-GON-01122021,11/10/2020 0:00,Largemouth Bass,M,Gonad,28,328.95,0.2129,0.2129,0.2129,0.2129,0.2129,0.2129,0.2129,0.2129,2.38,1.31,2510,0.2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.6061,-0.671824339,-0.671824339,-0.671824339,-0.671824339,-0.671824339,-0.671824339,-0.671824339,-0.671824339,0.376576957,0.117271296,3.399673721,-0.671824339,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB007-LIV-01122021,11/10/2020 0:00,Largemouth Bass,M,Liver,28,328.95,0.104,0.052,0.052,0.865,0.052,0.052,0.052,0.052,5.45,10.2,5630,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5646.983,-0.982966661,-1.283996656,-1.283996656,-0.062983893,-1.283996656,-1.283996656,-1.283996656,-1.283996656,0.736396502,1.008600172,3.750508395,-1.283996656,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB007-MU-01122021,11/10/2020 0:00,Largemouth Bass,M,Muscle,28,328.95,0.0479,0.0958,0.0958,0.0958,0.0958,4.66,0.0479,0.0479,1.22,0.488,273,0.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9428,-1.319664487,-1.018634491,-1.018634491,-1.018634491,-1.018634491,0.668385917,-1.319664487,-1.319664487,0.086359831,-0.311580178,2.436162647,-1.319664487,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB008-GON-01122021,11/10/2020 0:00,Largemouth Bass,F,Gonad,42,1166.65,0.0416,0.0416,0.0416,0.0833,0.0416,0.0416,0.0416,0.0416,0.383,0.431,2920,0.0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921.2301,-1.380906669,-1.380906669,-1.380906669,-1.079354999,-1.380906669,-1.380906669,-1.380906669,-1.380906669,-0.416801226,-0.36552273,3.465382851,-1.380906669,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB008-LIV-01122021,11/10/2020 0:00,Largemouth Bass,F,Liver,42,1166.65,0.0985,0.0493,0.0493,0.47,0.0493,0.0493,0.0493,0.0493,0.554,1.04,6370,0.0493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372.5076,-1.00656377,-1.307153081,-1.307153081,-0.327902142,-1.307153081,-1.307153081,-1.307153081,-1.307153081,-0.256490235,0.017033339,3.804139432,-1.307153081,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB008-MU-01122021,11/10/2020 0:00,Largemouth Bass,F,Muscle,42,1166.65,0.0418,0.0418,0.0418,0.0836,0.0418,0.0418,0.0418,0.0418,0.0836,0.0836,675,0.0418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.5852,-1.378823718,-1.378823718,-1.378823718,-1.077793723,-1.378823718,-1.378823718,-1.378823718,-1.378823718,-1.077793723,-1.077793723,2.829303773,-1.378823718,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB009-GON-01122021,11/10/2020 0:00,Largemouth Bass,M,Gonad,32,483.55,0.1931,0.1931,0.1931,0.1931,0.1931,0.1931,0.1931,0.1931,2.8,0.995,3260,0.1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265.5329,-0.714217726,-0.714217726,-0.714217726,-0.714217726,-0.714217726,-0.714217726,-0.714217726,-0.714217726,0.447158031,-0.002176919,3.5132176,-0.714217726,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB009-LIV-01122021,11/10/2020 0:00,Largemouth Bass,M,Liver,32,483.55,0.0816,0.0408,0.0408,0.466,0.0408,0.0408,0.0408,0.0816,3.36,3.23,3910,0.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.464,-1.088309841,-1.389339837,-1.389339837,-0.331614083,-1.389339837,-1.389339837,-1.389339837,-1.088309841,0.526339277,0.509202522,3.592176757,-1.389339837,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB009-MU-01122021,11/10/2020 0:00,Largemouth Bass,M,Muscle,32,483.55,0.0475,0.0475,0.095,0.0475,0.0475,0.095,0.0475,0.0475,1.02,0.542,970,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0845,-1.32330639,-1.32330639,-1.022276395,-1.32330639,-1.32330639,-1.022276395,-1.32330639,-1.32330639,0.008600172,-0.266000713,2.986771734,-1.32330639,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB012-LIV-01122021,11/10/2020 0:00,Largemouth Bass,M,Liver,28,368.9,0.0599,0.0599,0.0599,0.372,0.1198,0.0599,0.0599,0.0599,2.61,2.61,5340,0.0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.1311,-1.222573178,-1.222573178,-1.222573178,-0.42945706,-0.921543182,-1.222573178,-1.222573178,-1.222573178,0.416640507,0.416640507,3.727541257,-1.222573178,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB012-MU-01122021,11/10/2020 0:00,Largemouth Bass,M,Muscle,28,368.9,0.0479,0.0479,0.0958,0.0958,0.0479,0.0479,0.0479,0.0479,1.36,0.297,751,0.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.1839,-1.319664487,-1.319664487,-1.018634491,-1.018634491,-1.319664487,-1.319664487,-1.319664487,-1.319664487,0.133538908,-0.527243551,2.875639937,-1.319664487,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB013-GON-01122021,11/10/2020 0:00,Largemouth Bass,F,Gonad,32,519.55,0.0449,0.0897,0.0449,0.0897,0.0449,0.0449,0.0449,0.0449,1.11,1,2230,0.0449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.6037,-1.347753659,-1.047207557,-1.347753659,-1.047207557,-1.347753659,-1.347753659,-1.347753659,-1.347753659,0.045322979,0,3.348304863,-1.347753659,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB013-LIV-01122021,11/10/2020 0:00,Largemouth Bass,F,Liver,32,519.55,0.031205818,0.055115387,0.042105809,0.067105818,0.067105818,0.053999833,0.053103663,0.088859955,5.21,1.74,6910,0.047104511,14.3,24.2,125,13.8,19.4,0.09299508,11.6,12.7,4.23,0.064092198,0.048737555,3.79,0.078501191,0.067728505,12.7,0.061505276,0.060112302,0.091056683,0.111973972,0.078029089,0.054160509,0.061486185,0.090005684,0.058885061,11.8,1.92,3.09,0.116434422,0.061268172,0.047153332,0.083064223,46.1,33.6,0.059532546,1.01,0.031211636,0.10345206,0.137331197,7258.354423,-1.505764431,-1.25872714,-1.375657986,-1.173239826,-1.173239826,-1.267607587,-1.274875524,-1.051293913,0.716837723,0.240549248,3.839478047,-1.326937501,1.155336037,1.383815366,2.096910013,1.139879086,1.28780173,-1.031540029,1.064457989,1.103803721,0.626340367,-1.193194838,-1.312136261,0.57863921,-1.105123755,-1.169228508,1.103803721,-1.211087631,-1.221036642,-1.040688175,-0.950882916,-1.107743462,-1.266317264,-1.211222455,-1.045730063,-1.229994867,1.071882007,0.283301229,0.489958479,-0.933918607,-1.21276508,-1.326487613,-1.080585991,1.663700925,1.526339277,-1.225245542,0.004321374,-1.505683471,-0.985260859,-0.862230794
LMB013-MU-01122021,11/10/2020 0:00,Largemouth Bass,F,Muscle,32,519.55,0.0486,0.0486,0.0486,0.0971,0.0486,0.0971,0.0486,0.0486,0.356,0.0971,479,0.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9875,-1.313363731,-1.313363731,-1.313363731,-1.01278077,-1.313363731,-1.01278077,-1.313363731,-1.313363731,-0.448550002,-1.01278077,2.680335513,-1.313363731,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB014-GON-01122021,11/10/2020 0:00,Largemouth Bass,M,Gonad,31,526.2,0.4278,0.4278,0.4278,0.215,0.4278,0.4278,0.4278,0.4278,2.3,1.15,1850,0.4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.0874,-0.36875922,-0.36875922,-0.36875922,-0.66756154,-0.36875922,-0.36875922,-0.36875922,-0.36875922,0.361727836,0.06069784,3.267171728,-0.36875922,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB014-LIV-01122021,11/10/2020 0:00,Largemouth Bass,M,Liver,31,526.2,0.060259003,0.049494848,0.037801341,0.060259003,0.028009003,0.048487162,0.047686645,0.079745992,7.49,0.885,4570,0.042294372,8.72,15.9,77.1,8.31,22.3,0.08347966,7.91,7.66,3.13,0.057534171,0.586,4.79,0.070468811,0.060798406,8.58,0.055211948,0.053961505,0.081739603,0.100516598,0.070045016,0.04861871,0.05519481,0.080796144,0.052859838,33.9,0.044945558,4.58,0.104520647,0.054999104,0.04232852,0.074564946,39.3,16.6,0.053441071,0.638,0.028018006,0.092866663,0.123279227,4840.323226,-1.219978057,-1.305440005,-1.422492789,-1.219978057,-1.552702348,-1.314373233,-1.32160323,-1.098291137,0.874481818,-0.053056729,3.6599162,-1.373717419,0.940516485,1.201397124,1.887054378,0.919601024,1.348304863,-1.078419331,0.898176483,0.88422877,0.495544338,-1.240074139,-0.232102384,0.680335513,-1.152003057,-1.216107809,0.933487288,-1.257966932,-1.267915944,-1.087567476,-0.997762218,-1.154622764,-1.313196565,-1.258101757,-1.092609364,-1.276874169,1.530199698,-1.347313223,0.660865478,-0.980797909,-1.259644382,-1.373366915,-1.127465293,1.59439255,1.220108088,-1.272124844,-0.195179321,-1.552562772,-1.032140161,-0.909110096
LMB014-MU-01122021,11/10/2020 0:00,Largemouth Bass,M,Muscle,31,526.2,0.0484,0.0484,0.0484,0.0969,0.0484,0.0484,0.0484,0.0484,0.715,0.251,416,0.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4501,-1.315154638,-1.315154638,-1.315154638,-1.013676223,-1.315154638,-1.315154638,-1.315154638,-1.315154638,-0.145693958,-0.600326279,2.619093331,-1.315154638,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
LMB022-GON-05262021,4/28/2021 0:00,Largemouth Bass,F,Gonad,30,424,0.08,0.08,0.08,0.08,0.08,0.29,0.08,0.08,2.42,0.954,1800,0.08,11.5,22.7,30.1,22.6,23,0.658,14.7,18,5.38,0.2,3.19,11.7,0.08,0.08,5.21,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.8,0.614,1.51,0.08,0.08,0.08,0.08,0.08,0.2,8.39,26.5,0.2,2.27,0.08,0.08,0.08,2015.086,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-0.537602002,-1.096910013,-1.096910013,0.383815366,-0.020451625,3.255272505,-1.096910013,1.06069784,1.356025857,1.478566496,1.354108439,1.361727836,-0.181774106,1.167317335,1.255272505,0.730782276,-0.698970004,0.503790683,1.068185862,-1.096910013,-1.096910013,0.716837723,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-0.096910013,-0.211831629,0.178976947,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-1.096910013,-0.698970004,0.923761961,1.423245874,-0.698970004,0.356025857,-1.096910013,-1.096910013,-1.096910013
